,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,1322.0,194.0,1190.0,248.0,1190.0,1344.0,242.0,539.0,1195.0,1506.0,439.0,738.0,1214.0,66.0,1506.0,253.0,1190.0,710.0,1176.0,1443.0,1190.0,253.0,730.0,1221.0,1190.0,561.0
1,871.0,0.0,537.0,266.0,592.0,266.0,245.0,586.0,869.0,106.0,182.0,768.0,1067.0,290.0,396.0,182.0,582.0,266.0,1040.0,253.0,512.0,266.0,582.0,1060.0,699.0,266.0,890.0
2,1398.0,1320.0,0.0,1188.0,182.0,1188.0,1342.0,71.0,537.0,1193.0,1344.0,432.0,594.0,1212.0,1317.0,1344.0,251.0,1188.0,566.0,1175.0,1441.0,1188.0,251.0,586.0,1219.0,1188.0,417.0
3,598.0,269.0,264.0,0.0,318.0,0.0,271.0,312.0,595.0,142.0,452.0,494.0,793.0,84.0,122.0,452.0,308.0,0.0,766.0,104.0,240.0,0.0,308.0,786.0,419.0,0.0,616.0
4,1335.0,1257.0,133.0,1125.0,0.0,1125.0,1279.0,59.0,474.0,1130.0,1440.0,368.0,667.0,1148.0,1254.0,1440.0,187.0,1125.0,640.0,1111.0,1378.0,1125.0,187.0,660.0,1156.0,1125.0,490.0
5,598.0,269.0,264.0,0.0,318.0,0.0,271.0,312.0,595.0,142.0,452.0,494.0,793.0,84.0,122.0,452.0,308.0,0.0,766.0,104.0,240.0,0.0,308.0,786.0,419.0,0.0,616.0
6,935.0,229.0,601.0,330.0,655.0,330.0,0.0,649.0,932.0,222.0,412.0,832.0,1131.0,277.0,459.0,412.0,646.0,330.0,1103.0,204.0,576.0,330.0,646.0,1123.0,762.0,330.0,954.0
7,1322.0,1244.0,74.0,1111.0,76.0,1111.0,1265.0,0.0,461.0,1116.0,1427.0,355.0,614.0,1135.0,1241.0,1427.0,174.0,1111.0,586.0,1098.0,1365.0,1111.0,174.0,606.0,1143.0,1111.0,437.0
8,1253.0,1175.0,793.0,1043.0,921.0,1043.0,1197.0,845.0,0.0,1048.0,1359.0,603.0,672.0,1066.0,1172.0,1359.0,823.0,1043.0,644.0,1029.0,1296.0,1043.0,823.0,664.0,1074.0,1043.0,453.0
9,765.0,127.0,431.0,160.0,486.0,160.0,314.0,480.0,763.0,0.0,311.0,662.0,961.0,184.0,290.0,311.0,476.0,160.0,934.0,147.0,406.0,160.0,476.0,954.0,593.0,160.0,785.0
