,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,873.0,196.0,581.0,259.0,581.0,636.0,243.0,553.0,729.0,1058.0,439.0,737.0,628.0,68.0,1058.0,255.0,581.0,713.0,624.0,786.0,581.0,255.0,728.0,956.0,581.0,568.0
1,875.0,0.0,494.0,280.0,556.0,280.0,245.0,541.0,850.0,111.0,184.0,737.0,1034.0,295.0,366.0,184.0,553.0,280.0,1010.0,272.0,483.0,280.0,553.0,1025.0,713.0,280.0,866.0
2,1130.0,878.0,0.0,586.0,137.0,586.0,641.0,68.0,564.0,734.0,1063.0,444.0,616.0,633.0,675.0,1063.0,266.0,586.0,592.0,629.0,791.0,586.0,266.0,607.0,961.0,586.0,448.0
3,589.0,296.0,206.0,0.0,269.0,0.0,263.0,253.0,563.0,152.0,482.0,449.0,747.0,72.0,78.0,482.0,265.0,0.0,722.0,104.0,197.0,0.0,265.0,737.0,421.0,0.0,578.0
4,1063.0,810.0,124.0,518.0,0.0,518.0,574.0,51.0,497.0,666.0,996.0,377.0,675.0,566.0,607.0,996.0,199.0,518.0,650.0,561.0,724.0,518.0,199.0,665.0,894.0,518.0,506.0
5,589.0,296.0,206.0,0.0,269.0,0.0,263.0,253.0,563.0,152.0,482.0,449.0,747.0,72.0,78.0,482.0,265.0,0.0,722.0,104.0,197.0,0.0,265.0,737.0,421.0,0.0,578.0
6,818.0,234.0,444.0,228.0,507.0,228.0,0.0,492.0,801.0,216.0,419.0,688.0,985.0,254.0,317.0,419.0,504.0,228.0,961.0,191.0,434.0,228.0,504.0,976.0,655.0,228.0,817.0
7,1052.0,800.0,72.0,508.0,69.0,508.0,564.0,0.0,486.0,656.0,985.0,367.0,631.0,555.0,597.0,985.0,188.0,508.0,607.0,551.0,713.0,508.0,188.0,622.0,883.0,508.0,463.0
8,1261.0,1021.0,795.0,729.0,914.0,729.0,785.0,845.0,0.0,877.0,1207.0,588.0,663.0,777.0,818.0,1207.0,842.0,729.0,638.0,772.0,935.0,729.0,842.0,653.0,1092.0,729.0,451.0
9,764.0,144.0,383.0,170.0,446.0,170.0,320.0,430.0,740.0,0.0,329.0,626.0,924.0,185.0,255.0,329.0,442.0,170.0,899.0,161.0,372.0,170.0,442.0,914.0,603.0,170.0,755.0
