,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,5474.0,1435.0,4241.0,1397.0,4241.0,4341.0,1457.0,4004.0,5021.0,6114.0,3132.0,4205.0,4264.0,598.0,6114.0,2141.0,4241.0,4459.0,4214.0,5087.0,4241.0,2141.0,4202.0,6897.0,4241.0,3319.0
1,6422.0,0.0,2636.0,1270.0,2597.0,1270.0,884.0,2657.0,5204.0,453.0,640.0,4332.0,5405.0,1314.0,1799.0,640.0,3341.0,1270.0,5659.0,1179.0,2115.0,1270.0,3341.0,5402.0,3917.0,1270.0,4519.0
2,8599.0,4683.0,0.0,3450.0,301.0,3450.0,3550.0,226.0,3239.0,4231.0,5323.0,2341.0,2530.0,3474.0,3979.0,5323.0,1376.0,3450.0,2784.0,3423.0,4296.0,3450.0,1376.0,2527.0,6107.0,3450.0,1645.0
3,5150.0,1270.0,1361.0,0.0,1322.0,0.0,1251.0,1383.0,3929.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
4,8050.0,4134.0,301.0,2901.0,0.0,2901.0,3001.0,75.0,2690.0,3682.0,4774.0,1792.0,2865.0,2925.0,3430.0,4774.0,827.0,2901.0,3119.0,2874.0,3747.0,2901.0,827.0,2862.0,5558.0,2901.0,1979.0
5,5150.0,1270.0,1361.0,0.0,1322.0,0.0,1251.0,1383.0,3929.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
6,6381.0,884.0,2594.0,1228.0,2555.0,1228.0,0.0,2616.0,5162.0,943.0,1524.0,4290.0,5364.0,1043.0,1757.0,1524.0,3300.0,1228.0,5618.0,819.0,2074.0,1228.0,3300.0,5361.0,3876.0,1228.0,4478.0
7,8058.0,4142.0,226.0,2909.0,75.0,2909.0,3009.0,0.0,2698.0,3689.0,4782.0,1800.0,2547.0,2933.0,3438.0,4782.0,835.0,2909.0,2801.0,2882.0,3755.0,2909.0,835.0,2544.0,5566.0,2909.0,1661.0
8,9540.0,5648.0,4346.0,4415.0,4437.0,4415.0,4515.0,4362.0,0.0,5195.0,6288.0,3306.0,4060.0,4438.0,4944.0,6288.0,4162.0,4415.0,4314.0,4388.0,5261.0,4415.0,4162.0,4057.0,7048.0,4415.0,3141.0
9,5970.0,453.0,2183.0,817.0,2144.0,817.0,1550.0,2205.0,4751.0,0.0,1093.0,3879.0,4953.0,861.0,1346.0,1093.0,2889.0,817.0,5206.0,727.0,1662.0,817.0,2889.0,4949.0,3464.0,817.0,4067.0
