,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,5474.0,1435.0,4241.0,1397.0,4241.0,4341.0,1457.0,3993.0,5021.0,6114.0,3132.0,4205.0,4264.0,598.0,6114.0,2141.0,4241.0,4459.0,4214.0,5087.0,4241.0,2141.0,4202.0,6889.0,4241.0,3319.0
1,6422.0,0.0,2651.0,1270.0,2612.0,1270.0,884.0,2672.0,5193.0,453.0,640.0,4332.0,5406.0,1314.0,1799.0,640.0,3341.0,1270.0,5659.0,1179.0,2115.0,1270.0,3341.0,5402.0,3917.0,1270.0,4519.0
2,8603.0,4683.0,0.0,3450.0,616.0,3450.0,3550.0,226.0,3228.0,4231.0,5323.0,2341.0,2384.0,3474.0,4005.0,5323.0,1376.0,3450.0,2637.0,3423.0,4296.0,3450.0,1376.0,2380.0,6098.0,3450.0,1497.0
3,5150.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
4,8054.0,4134.0,301.0,2901.0,0.0,2901.0,3001.0,75.0,2679.0,3682.0,4774.0,1792.0,2866.0,2925.0,3456.0,4774.0,827.0,2901.0,3119.0,2874.0,3747.0,2901.0,827.0,2862.0,5549.0,2901.0,1979.0
5,5150.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
6,6381.0,884.0,2609.0,1228.0,2570.0,1228.0,0.0,2631.0,5177.0,943.0,1524.0,4316.0,5390.0,1021.0,1782.0,1524.0,3325.0,1228.0,5643.0,819.0,2074.0,1228.0,3325.0,5386.0,3876.0,1228.0,4503.0
7,8062.0,4142.0,226.0,2909.0,75.0,2909.0,3009.0,0.0,2687.0,3689.0,4782.0,1800.0,2400.0,2933.0,3464.0,4782.0,835.0,2909.0,2654.0,2882.0,3755.0,2909.0,835.0,2396.0,5557.0,2909.0,1514.0
8,9540.0,5642.0,4346.0,4409.0,4437.0,4409.0,4509.0,4362.0,0.0,5190.0,6282.0,3300.0,4061.0,4433.0,4964.0,6282.0,4156.0,4409.0,4314.0,4382.0,5255.0,4409.0,4156.0,4057.0,7048.0,4409.0,3141.0
9,5970.0,453.0,2198.0,817.0,2159.0,817.0,1550.0,2220.0,4740.0,0.0,1093.0,3879.0,4953.0,861.0,1346.0,1093.0,2889.0,817.0,5206.0,727.0,1662.0,817.0,2889.0,4949.0,3464.0,817.0,4067.0
10,7063.0,640.0,3291.0,1910.0,3252.0,1910.0,1524.0,3312.0,5833.0,1093.0,0.0,4972.0,6046.0,1954.0,2439.0,0.0,3981.0,1910.0,6299.0,1819.0,2755.0,1910.0,3981.0,6042.0,4557.0,1910.0,5160.0
11,6262.0,2343.0,2491.0,1110.0,2452.0,1110.0,1210.0,2512.0,5058.0,1890.0,2983.0,0.0,5271.0,1133.0,1664.0,2983.0,3207.0,1110.0,5525.0,1082.0,1955.0,1110.0,3207.0,5267.0,3757.0,1110.0,4385.0
12,6534.0,6980.0,2624.0,5708.0,2715.0,5708.0,7227.0,2640.0,4266.0,6528.0,7621.0,6018.0,0.0,6016.0,6226.0,7621.0,5071.0,5708.0,495.0,6139.0,5672.0,5708.0,5071.0,349.0,5568.0,5708.0,1419.0
13,5458.0,1314.0,1686.0,305.0,1648.0,305.0,1021.0,1708.0,4229.0,861.0,1954.0,3367.0,4441.0,0.0,834.0,1954.0,2377.0,305.0,4695.0,206.0,1151.0,305.0,2377.0,4438.0,2953.0,305.0,3555.0
14,8796.0,4876.0,837.0,3643.0,798.0,3643.0,3743.0,859.0,3395.0,4423.0,5516.0,2533.0,3607.0,3666.0,0.0,5516.0,1543.0,3643.0,3861.0,3615.0,4488.0,3643.0,1543.0,3604.0,6290.0,3643.0,2721.0
15,7063.0,640.0,3291.0,1910.0,3252.0,1910.0,1524.0,3312.0,5833.0,1093.0,0.0,4972.0,6046.0,1954.0,2439.0,0.0,3981.0,1910.0,6299.0,1819.0,2755.0,1910.0,3981.0,6042.0,4557.0,1910.0,5160.0
16,9520.0,5622.0,1117.0,4389.0,1209.0,4389.0,4489.0,1134.0,1852.0,5170.0,6262.0,3280.0,2074.0,4413.0,4944.0,6262.0,0.0,4389.0,2328.0,4362.0,5235.0,4389.0,0.0,2070.0,7028.0,4389.0,1188.0
17,5150.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
18,6039.0,6486.0,2644.0,5213.0,2736.0,5213.0,6467.0,2661.0,4286.0,6033.0,7126.0,6038.0,541.0,5521.0,5731.0,7126.0,5092.0,5213.0,0.0,5644.0,5178.0,5213.0,5092.0,537.0,5073.0,5213.0,1440.0
19,5581.0,1179.0,1809.0,428.0,1771.0,428.0,819.0,1831.0,4352.0,727.0,1819.0,3490.0,4564.0,198.0,957.0,1819.0,2500.0,428.0,4818.0,0.0,1274.0,428.0,2500.0,4561.0,3076.0,428.0,3678.0
20,5759.0,1881.0,1953.0,609.0,1915.0,609.0,1863.0,1975.0,4521.0,1429.0,2521.0,3660.0,4734.0,917.0,1127.0,2521.0,2669.0,609.0,5089.0,1040.0,0.0,609.0,2669.0,4730.0,2733.0,609.0,3847.0
21,5150.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
22,9520.0,5622.0,1117.0,4389.0,1209.0,4389.0,4489.0,1134.0,1852.0,5170.0,6262.0,3280.0,2074.0,4413.0,4944.0,6262.0,0.0,4389.0,2328.0,4362.0,5235.0,4389.0,0.0,2070.0,7028.0,4389.0,1188.0
23,6403.0,6850.0,2421.0,5577.0,2513.0,5577.0,6831.0,2438.0,4063.0,6397.0,7490.0,5815.0,349.0,5885.0,6095.0,7490.0,4869.0,5577.0,364.0,6008.0,5541.0,5577.0,4869.0,0.0,5437.0,5577.0,1217.0
24,4211.0,3530.0,3603.0,2258.0,3564.0,2258.0,3512.0,3624.0,6170.0,3078.0,4171.0,5309.0,5186.0,2566.0,2776.0,4171.0,4319.0,2258.0,4645.0,2689.0,2298.0,2258.0,4319.0,5182.0,0.0,2258.0,5497.0
25,5150.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3057.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
26,7726.0,6941.0,1205.0,5708.0,1296.0,5708.0,5808.0,1221.0,2726.0,6488.0,7130.0,4599.0,1433.0,5732.0,6263.0,7130.0,3652.0,5708.0,1687.0,5681.0,6554.0,5708.0,3652.0,1430.0,7902.0,5708.0,0.0
