,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.0,6782.0,1542.0,6782.0,3049.0,2158.0,1232.0,2142.0,2868.0,10459.0,3368.0,1482.0,2155.0,2626.0,3098.0,3535.0,3372.0,2868.0,2663.0,1482.0,2945.0,3306.0,3768.0,2671.0,3439.0,4017.0
1,6209.0,0.0,7588.0,0.0,8444.0,7553.0,7277.0,7632.0,8358.0,14625.0,8763.0,7528.0,6241.0,8021.0,8859.0,9220.0,8767.0,8358.0,8153.0,7528.0,8340.0,8977.0,9163.0,9032.0,8834.0,9409.0
2,1526.0,8032.0,0.0,8032.0,1793.0,902.0,381.0,960.0,1686.0,9276.0,2111.0,300.0,1012.0,1370.0,1916.0,2352.0,2115.0,1686.0,1481.0,300.0,1688.0,2752.0,2494.0,1489.0,2183.0,3464.0
3,6209.0,0.0,7588.0,0.0,8444.0,7553.0,7277.0,7632.0,8358.0,14625.0,8763.0,7528.0,6241.0,8021.0,8859.0,9220.0,8767.0,8358.0,8153.0,7528.0,8340.0,8977.0,9163.0,9032.0,8834.0,9409.0
4,3027.0,8747.0,1871.0,8747.0,0.0,1511.0,1736.0,1678.0,2404.0,8612.0,798.0,1801.0,2496.0,767.0,330.0,818.0,365.0,2404.0,2199.0,1801.0,976.0,3471.0,926.0,1229.0,870.0,4182.0
5,2456.0,8476.0,1264.0,8476.0,891.0,0.0,1121.0,1412.0,2138.0,9461.0,1209.0,1632.0,1889.0,468.0,1306.0,1667.0,1213.0,2138.0,1933.0,1632.0,786.0,3205.0,1610.0,1479.0,1281.0,3916.0
6,1344.0,7975.0,301.0,7975.0,1938.0,1048.0,0.0,1089.0,1816.0,9406.0,2257.0,430.0,777.0,1515.0,2046.0,2482.0,2261.0,1816.0,1610.0,430.0,1834.0,2882.0,2657.0,1618.0,2328.0,3593.0
7,2229.0,7792.0,1104.0,7792.0,1594.0,704.0,940.0,0.0,726.0,10165.0,1913.0,1035.0,1717.0,1171.0,2010.0,2370.0,1917.0,726.0,521.0,1035.0,1164.0,1990.0,2313.0,2183.0,1984.0,2701.0
8,2955.0,8518.0,1830.0,8518.0,2321.0,1430.0,1667.0,726.0,0.0,10891.0,1523.0,1761.0,2443.0,1897.0,2736.0,3096.0,2643.0,0.0,205.0,1761.0,1318.0,1540.0,3040.0,2909.0,2185.0,2251.0
9,13296.0,14102.0,11796.0,14102.0,11323.0,12237.0,12005.0,12680.0,13406.0,0.0,11799.0,12070.0,12670.0,11757.0,10849.0,11329.0,10872.0,13406.0,13201.0,12070.0,12060.0,14980.0,11113.0,10532.0,11243.0,15410.0
10,3329.0,8919.0,2173.0,8919.0,711.0,1682.0,2038.0,1850.0,1523.0,9281.0,0.0,2103.0,2798.0,938.0,1126.0,1439.0,1033.0,1523.0,1452.0,2103.0,805.0,2589.0,1161.0,1299.0,662.0,3301.0
11,1721.0,7732.0,886.0,7732.0,1474.0,584.0,576.0,660.0,1386.0,9437.0,1793.0,0.0,1162.0,1051.0,1890.0,2250.0,1797.0,1386.0,1181.0,0.0,1370.0,2452.0,2193.0,1650.0,1865.0,3164.0
12,1848.0,6325.0,918.0,6325.0,2693.0,1802.0,1082.0,1878.0,2604.0,8880.0,3012.0,1218.0,0.0,2270.0,2825.0,3233.0,3016.0,2604.0,2399.0,1218.0,2589.0,3671.0,3374.0,1869.0,3083.0,4382.0
13,2773.0,8624.0,1616.0,8624.0,423.0,1126.0,1482.0,1554.0,2281.0,8994.0,742.0,1547.0,2242.0,0.0,838.0,1199.0,746.0,2281.0,2075.0,1547.0,934.0,3347.0,1142.0,1011.0,813.0,4059.0
14,3191.0,8956.0,2035.0,8956.0,330.0,2132.0,1900.0,1887.0,2613.0,8270.0,1007.0,1965.0,2661.0,976.0,0.0,657.0,204.0,2613.0,2408.0,1965.0,1185.0,3680.0,765.0,915.0,1079.0,4391.0
15,4062.0,9652.0,2906.0,9652.0,1438.0,2415.0,2771.0,2583.0,3309.0,8546.0,1701.0,2836.0,3531.0,1671.0,1563.0,0.0,1697.0,3309.0,3104.0,2836.0,1963.0,4295.0,1016.0,1356.0,1146.0,4725.0
16,3410.0,9197.0,2253.0,9197.0,1437.0,2350.0,2119.0,2128.0,2855.0,8209.0,1247.0,2183.0,2879.0,1217.0,962.0,453.0,0.0,2855.0,2649.0,2183.0,1508.0,4165.0,561.0,1138.0,691.0,4595.0
17,2955.0,8518.0,1830.0,8518.0,2321.0,1430.0,1667.0,726.0,0.0,10891.0,1523.0,1761.0,2443.0,1897.0,2736.0,3096.0,2643.0,0.0,205.0,1761.0,1318.0,1540.0,3040.0,2909.0,2185.0,2251.0
18,2750.0,8313.0,1625.0,8313.0,2115.0,1225.0,1461.0,521.0,205.0,10686.0,1452.0,1556.0,2238.0,1692.0,2531.0,2891.0,2438.0,205.0,0.0,1556.0,1113.0,1469.0,2834.0,2704.0,2114.0,2180.0
19,1721.0,7732.0,886.0,7732.0,1474.0,584.0,576.0,660.0,1386.0,9437.0,1793.0,0.0,1162.0,1051.0,1890.0,2250.0,1797.0,1386.0,1181.0,0.0,1370.0,2452.0,2193.0,1650.0,1865.0,3164.0
20,2925.0,8431.0,1768.0,8431.0,957.0,1278.0,1634.0,1164.0,1503.0,9528.0,805.0,1699.0,2394.0,534.0,1373.0,1733.0,1280.0,1503.0,1113.0,1699.0,0.0,2569.0,1966.0,1546.0,1467.0,3281.0
21,3185.0,8665.0,2668.0,8665.0,3158.0,2267.0,2504.0,1780.0,1330.0,12237.0,2401.0,2599.0,3281.0,2735.0,3573.0,3849.0,3481.0,1330.0,1259.0,2599.0,2381.0,0.0,3877.0,3746.0,3063.0,977.0
22,3046.0,8636.0,1890.0,8636.0,422.0,1399.0,1755.0,1567.0,2293.0,8949.0,685.0,1820.0,2515.0,655.0,837.0,1364.0,744.0,2293.0,2088.0,1820.0,947.0,3359.0,0.0,1010.0,757.0,4071.0
23,2785.0,8061.0,1629.0,8061.0,948.0,1726.0,1494.0,2172.0,2898.0,7938.0,1292.0,1559.0,1854.0,1246.0,965.0,1363.0,988.0,2898.0,2693.0,1559.0,1565.0,3964.0,1504.0,0.0,1363.0,4676.0
24,3527.0,9117.0,2371.0,9117.0,890.0,1881.0,2236.0,2048.0,2185.0,9148.0,662.0,2301.0,2997.0,1137.0,1306.0,760.0,1213.0,2185.0,2114.0,2301.0,1467.0,3251.0,481.0,1492.0,0.0,3963.0
25,4112.0,9592.0,3595.0,9592.0,4085.0,3194.0,3431.0,2707.0,2257.0,12727.0,3328.0,3526.0,4208.0,3662.0,4500.0,4339.0,4408.0,2257.0,2186.0,3526.0,3308.0,927.0,4707.0,4673.0,3990.0,0.0
